name,outer,inner,N,nnz,coo_sd,coo_mflops,coo_sum,coo_l1,coo_l2,coo_l3,coo_bp,csr_sd,csr_mflops,csr_sum,csr_l1,csr_l2,csr_l3,csr_bp,dia_sd,dia_mflops,dia_sum,dia_l1,dia_l2,dia_l3,dia_bp,ell_sd,ell_mflops,ell_sum,ell_l1,ell_l2,ell_l3,ell_bp
shyy161,30,500,76480,329762,257.054456,1407.92,62888,1185804521,73781013,804,0,342.788892,1877.49,62888,870378032,56056991,1946,0,603.377699,3304.68,62888,1328213100,879677608,1951,0,314.058882,1720.15,62888,1519865017,297356982,902,0
onetone1,30,500,36057,335552,219.454868,1201.99,56150,1491127773,79807671,1267,0,411.894762,2255.97,56150,1088103162,75851215,1500,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
onetone2,30,500,36057,222596,264.572335,1449.08,64202,829886576,59645913,357,0,409.787501,2244.21,64202,578458140,43938654,625,1,-1,-1,-1,-1,-1,-1,-1,82.295389,450.747,57951,3700588126,761269244,6604470,0
twotone,30,1,120750,1206265,207.101337,1134.22,9865,9063764,2280706,300584,0,393.389281,2151.8,9865,6333647,1344566,103642,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
pre2,30,1,659033,5834044,215.067162,1177.96,28300,43059986,14251319,2718945,0,354.204559,1939.46,28300,31650857,11151870,2107150,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
init_adder1,30,10000,1813,11156,267.109268,1462.99,49915,668742463,7766727,49,0,291.736567,1597.75,49915,487058531,6094,18,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_32,30,10000,1220,5892,297.856384,1573.31,28359,378282116,1067,24,0,389.374320,1978.31,28359,280235374,870,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_59,30,10000,1813,11246,259.039272,1414.21,11500,682437970,18475,39,0,293.972317,1599.62,11500,485511331,3638,17,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_34,30,100000,430,1544,335.087873,1824.89,46550,138193,420,135,0,365.743607,1987.79,46550,75027,548,36,0,-1,-1,-1,-1,-1,-1,-1,124.738405,682.701,46550,1950194628,1411,206,0
adder_dcop_09,30,10000,1813,11239,266.601241,1459.63,40057,683639065,53646,36,0,293.505609,1597.86,40057,483400384,54265,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_17,30,100000,430,1544,337.285050,1845.34,1024,127351,486,58,0,372.547307,2038.65,1024,69888,560,11,0,-1,-1,-1,-1,-1,-1,-1,124.733328,682.687,1024,1942540629,1309,37,0
fpga_dcop_45,30,10000,1220,5892,296.780622,1623.83,22911,378142810,4626,21,0,393.921601,1991.86,22911,280450949,933,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_39,30,10000,1220,5892,296.121077,1613.47,11584,378078545,910,19,0,384.521019,2105.57,11584,280728509,532,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_51,30,100000,430,1544,336.582884,1839.86,7988,135637,692,42,0,366.337954,1991.3,7988,73821,551,10,0,-1,-1,-1,-1,-1,-1,-1,125.141245,685.311,7988,1932195654,1235,264,0
oscil_dcop_43,30,100000,430,1544,337.974172,1850.23,2932,1363369,559,31,0,373.234152,2043.26,2932,49513,897,642,0,-1,-1,-1,-1,-1,-1,-1,124.251209,679.341,2932,1914767562,2317,1372,0
oscil_dcop_14,30,100000,430,1544,335.135238,1832.37,55818,164472,9821,9475,0,368.290680,2013.35,55818,47700,608,288,0,-1,-1,-1,-1,-1,-1,-1,124.750700,682.787,55818,1935916703,1466,192,0
oscil_dcop_40,30,100000,430,1544,336.842220,1842.26,60468,127118,738,267,0,367.705768,1999.85,60468,51862,473,225,0,-1,-1,-1,-1,-1,-1,-1,125.104143,685.05,60468,1934583497,1744,162,0
oscil_dcop_13,30,100000,430,1544,336.291883,1837.92,23032,122118,524,249,0,371.709921,2034.64,23032,52245,464,169,0,-1,-1,-1,-1,-1,-1,-1,125.532207,687.566,23032,1941835736,1487,188,0
fpga_dcop_42,30,10000,1220,5892,295.685837,1613.72,22911,377978769,1011,182,0,392.540591,1991.94,22911,280270345,466,106,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_43,30,10000,1813,11246,258.554956,1413.87,63205,682981477,14564311,159,0,293.971457,1600.36,63205,485268859,4464,117,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_15,30,10000,1813,11246,260.051218,1422.68,60059,682512821,1680278,132,0,293.974555,1601.67,60059,485685080,21908,221,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mult_dcop_03,30,500,25187,193216,230.637916,1263.22,10317,1362336805,83628848,754,0,294.624066,1613.69,10317,1124349981,51470768,617,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_320ks,30,1,321671,1316085,234.249120,1282.13,5139,10780059,4139904,550582,0,225.259056,1233,5139,8608539,2593493,324011,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_14,30,10000,1813,11246,261.392229,1431.48,64500,682285573,24685,169,0,298.719009,1636.03,64500,485330163,4424,23,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_07,30,10000,1813,11226,268.333164,1468.52,13021,680373608,27805,277,0,296.561767,1621.11,13021,482215141,17924,180,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_23,30,10000,1813,11246,260.152495,1424.24,27666,683012264,15705834,155,0,298.494878,1634.79,27666,485296268,5837,16,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_49,30,100000,430,1544,337.006109,1843.91,7988,179947,1097,225,0,368.442071,2011.64,7988,56425,958,167,0,-1,-1,-1,-1,-1,-1,-1,124.746983,682.766,7988,1946524570,1781,229,0
adder_dcop_64,30,10000,1813,11246,260.942095,1428.7,62521,682865136,50157,140,0,296.346164,1621.55,62521,485834384,4865,174,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_41,30,10000,1220,5892,296.012467,1597.54,22911,378474558,646,92,0,391.272832,2003.3,22911,280170946,1053,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_04,30,10000,1813,11107,265.325352,1449.47,56053,667932735,10791311,145,0,293.182860,1603.4,56053,482471509,4510,118,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_07,30,10000,1220,5855,298.399612,1586.11,23722,376197864,1227,80,0,378.679185,2017.58,23722,279782519,956,16,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_22,30,10000,1220,5892,298.020222,1632.04,8820,377999619,1065,101,0,384.777269,2027.48,8820,280127998,1616,83,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_65,30,10000,1813,11246,259.214135,1415.86,23099,682741725,11323,249,0,295.467997,1614.26,23099,485629422,5328,124,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_01,30,10000,1220,5892,295.437512,1601.98,3108,379194178,4330,85,0,383.831636,2051.36,3108,280601349,875,73,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_39,30,10000,1813,11246,260.089961,1422.79,45113,682657324,71158,167,0,294.544040,1608.1,45113,485751227,8982,139,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_47,30,10000,1813,11246,259.400320,1417.62,51819,682581095,9366,151,0,294.085646,1602.11,51819,485559913,4189,168,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_24,30,100000,430,1544,335.988996,1834.74,1710,125325,572,226,0,371.408174,2029.13,1710,53994,893,36,0,-1,-1,-1,-1,-1,-1,-1,124.760191,682.832,1710,1943209362,1278,55,0
fpga_dcop_46,30,10000,1220,5892,298.602255,1635.42,22911,378373262,843,83,0,381.615629,2089.86,22911,280243293,1426,68,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_35,30,100000,430,1544,338.128162,1851.28,7966,135016,869,391,0,370.154225,2024.44,7966,56442,1314,159,0,-1,-1,-1,-1,-1,-1,-1,124.666790,682.191,7966,1945781249,1137,142,0
adder_dcop_67,30,10000,1813,11246,260.989507,1429.46,4675,682673658,7357751,212,0,297.967066,1631.87,4675,485537483,14063,182,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_680k,30,1,682862,2638997,179.835516,984.86,26951,25196985,10439848,1867587,0,273.703186,1498.78,26951,20950504,9076008,1579644,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_04,30,10000,1220,5884,291.679401,1597.4,65024,378072568,628,134,0,382.610397,2095.25,65024,279912467,764,73,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_15,30,100000,430,1544,335.920077,1834.35,42800,126414,713,375,0,368.277634,2007.53,42800,50948,1024,150,0,-1,-1,-1,-1,-1,-1,-1,125.569014,687.767,42800,1938762999,4081,77,0
fpga_dcop_26,30,10000,1220,5892,295.943843,1598.43,41672,378034396,935,94,0,383.152259,2045.69,41672,280538014,813,95,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_27,30,100000,430,1544,333.087993,1816.67,19270,141837,690,386,0,374.261372,2049.76,19270,52574,859,140,0,-1,-1,-1,-1,-1,-1,-1,125.535712,687.58,19270,1947735661,3064,149,0
adder_dcop_11,30,10000,1813,11243,258.584112,1411.53,10135,682967657,29276,268,0,298.752231,1636.15,10135,485289948,4023,224,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_06,30,10000,1220,5860,294.743446,1607.46,56166,373904986,2409,106,0,381.933305,2065.58,56166,278969333,1186,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_17,30,10000,1813,11246,260.341982,1424.67,9168,683053502,36334,183,0,293.753143,1599.3,9168,485188555,22322,240,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_36,30,10000,1220,5892,296.008201,1599.2,47127,378244467,625,122,0,386.427293,2024.62,47127,280521229,1365,26,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_17,30,10000,1220,5892,296.407053,1587.88,5616,377960646,2449,190,0,384.249027,2104.26,5616,279674533,1033,116,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_60,30,10000,1813,11246,257.964034,1409.77,32328,682461614,13961177,174,0,298.381172,1634.15,32328,486016374,5061,114,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_13,30,10000,1220,5892,296.639988,1623.1,59969,377931219,790,116,0,382.416000,2059.46,59969,280145318,815,73,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_33,30,10000,1813,11246,260.020263,1422.32,28101,682919983,65072,178,0,297.980665,1631.98,28101,485694898,2321,129,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_10,30,10000,1220,5884,290.353920,1537.75,15598,378282253,1631,89,0,384.728415,2106.99,15598,280444201,825,82,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_55,30,100000,430,1544,327.192746,1786.92,7988,12683915,818,251,0,372.471780,2039.85,7988,52328,875,141,0,-1,-1,-1,-1,-1,-1,-1,124.986232,683.697,7988,1928660343,102541,7935,0
adder_dcop_50,30,10000,1813,11246,259.298279,1414.76,10415,682186021,14986,2716,0,296.277798,1622.67,10415,485956127,22760,299,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_03,30,10000,1220,5892,296.868388,1625.97,9745,378008724,1464,145,0,379.259628,2028.42,9745,280220321,757,239,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_07,30,100000,430,1544,337.993824,1850.28,28823,117536,586,92,0,370.571057,2029.26,28823,48233,681,359,0,-1,-1,-1,-1,-1,-1,-1,124.836334,683.368,28823,1942332551,7904,159,0
adder_dcop_01,30,10000,1813,11156,266.735030,1460.67,49915,669292750,9089,41,0,289.444115,1582.98,49915,487438778,2221,26,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_13,30,10000,1813,11245,258.573776,1409.82,57201,683434091,7855693,37,0,293.487355,1598.22,57201,486128119,4674,17,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_08,30,100000,430,1544,337.638928,1847.88,32231,123655,632,82,0,367.991499,2010.16,32231,52422,2189,1959,0,-1,-1,-1,-1,-1,-1,-1,125.404201,686.826,32231,1927926505,6779,1446,0
adder_dcop_44,30,10000,1813,11245,259.356040,1416.01,58689,682750761,87453,157,0,294.924502,1612.14,58689,485421419,5539,26,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_37,30,10000,1220,5892,295.967420,1591.81,32988,377876142,5153,20,0,383.753284,2053.73,32988,280917487,520,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_05,30,10000,1813,11097,266.201673,1452.95,48305,668420069,7948,30,0,288.947932,1573.55,48305,482522800,3587,25,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_50,30,100000,430,1544,336.099165,1835.55,7988,110273,414,20,0,368.821908,2012.18,7988,54049,491,20,0,-1,-1,-1,-1,-1,-1,-1,124.696031,682.405,7988,1929209163,990,66,0
oscil_dcop_01,30,100000,430,1544,335.320230,1827.86,45704,183064,503,29,0,366.796363,1993.63,45704,49120,335,11,0,-1,-1,-1,-1,-1,-1,-1,124.811994,683.206,45704,1931101513,2546,206,0
adder_dcop_12,30,10000,1813,11246,260.185001,1423.35,53980,682498799,26438,48,0,293.788688,1599.5,53980,485461502,12854,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_trans_01,30,100000,430,1614,317.854650,1736.17,28842,16660540,538,41,0,342.266703,1862.46,28842,82153,434,25,0,-1,-1,-1,-1,-1,-1,-1,130.405619,713.725,28842,1973182329,2340,163,0
fpga_dcop_33,30,10000,1220,5892,296.265403,1587.9,6150,378236859,811,21,0,393.838288,1993.31,6150,280374267,526,16,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_19,30,10000,1220,5892,296.322968,1594.78,31182,378029118,1451,134,0,387.189982,1984.49,31182,280249034,513,34,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_320k,30,1,321821,1931828,199.751602,1093.51,14194,18243685,7506769,1178335,0,301.129656,1648.34,14194,14752354,6356233,943011,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_20,30,100000,430,1544,335.993004,1834.97,46694,135099,681,347,0,368.240070,2010.92,46694,46095,408,104,0,-1,-1,-1,-1,-1,-1,-1,124.738232,682.699,46694,1936197566,1311,55,0
ASIC_680ks,30,1,682712,1693767,204.356041,1119,62889,15589815,6808272,1307849,0,203.526868,1112.99,62889,13534042,5303131,1092103,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_12,30,100000,430,1544,332.444329,1815.7,43399,12659529,690,55,0,368.542278,2003.87,43399,48082,646,182,0,-1,-1,-1,-1,-1,-1,-1,125.065868,684.824,43399,1936348515,1127,100,0
adder_dcop_66,30,10000,1813,11246,258.880379,1412.24,57544,682724193,38824,178,0,293.860793,1600.05,57544,485311037,8259,21,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_11,30,100000,430,1544,336.385817,1838.14,24166,116727,493,57,0,365.118292,1985.01,24166,48037,488,13,0,-1,-1,-1,-1,-1,-1,-1,124.753634,682.766,24166,1955792732,1006,89,0
fpga_trans_02,30,10000,1220,7382,271.683785,1478.12,7676,463738064,2805,20,0,413.627483,2146.5,7676,338010162,812,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_38,30,10000,1220,5892,298.054514,1579.33,34563,378098003,2567,37,0,394.449925,1997.53,34563,280244697,797,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_29,30,10000,1220,5892,296.311982,1585.31,9292,378270373,1266,22,0,383.225287,2098.53,9292,280573572,766,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_28,30,100000,430,1544,337.288169,1845.35,58884,130530,457,85,0,367.341351,1998.33,58884,51299,513,11,0,-1,-1,-1,-1,-1,-1,-1,125.213167,685.731,58884,1945717217,1122,254,0
adder_dcop_57,30,10000,1813,11246,260.618770,1426.37,44565,683185575,11115,37,0,293.851218,1599.65,44565,485482932,17197,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_100k,30,500,99340,940621,209.067878,1145.11,39222,4337624461,881493910,46131883,0,341.084725,1868.18,39222,3349914789,702639421,51940,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_31,30,10000,1813,11246,261.235358,1429.54,729,683152626,157754,170,0,294.116344,1601.4,729,485428904,10022,38,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_05,30,100000,430,1544,338.940309,1856.22,58010,137240,720,58,0,366.368973,1992.34,58010,57106,440,15,0,-1,-1,-1,-1,-1,-1,-1,124.755658,682.782,58010,1965365317,1411,53,0
adder_dcop_69,30,10000,1813,11246,258.823960,1412.26,10017,682469298,45549,1207,0,293.170601,1594.65,10017,485681730,16861,15036,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_06,30,100000,430,1544,333.280878,1825.34,58175,5047342,278308,282635,0,369.068448,2021.14,58175,242248,202632,207901,0,-1,-1,-1,-1,-1,-1,-1,124.004057,677.587,58175,1860498924,103783,103818,0
adder_dcop_20,30,10000,1813,11246,260.160642,1422.22,55764,682974847,100006,14685,0,297.813724,1631.01,55764,485268184,25023,1502,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_21,30,10000,1813,11246,261.097855,1430.07,34637,682719837,12442775,68,0,293.908402,1599.42,34637,484837082,36430,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mult_dcop_01,30,500,25187,193276,225.887495,1237.19,24264,1363693704,113837781,818,0,293.394615,1606.95,24264,1125310327,60962140,764,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_48,30,100000,430,1544,337.049967,1843.55,7988,131068,586,47,0,366.692116,1993.52,7988,46297,490,90,0,-1,-1,-1,-1,-1,-1,-1,125.545146,687.636,7988,1959923835,1053,56,0
adder_dcop_06,30,10000,1813,11224,266.618887,1457.46,2891,679741085,1071965,37,0,299.109013,1636.09,2891,482601121,48399,144,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_48,30,10000,1220,5892,297.693696,1577.82,22911,378036999,1423,20,0,394.111093,1998.67,22911,280208442,7428,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_23,30,100000,430,1544,336.115164,1835.73,25089,115206,519,36,0,364.832490,1983.07,25089,69885,730,29,0,-1,-1,-1,-1,-1,-1,-1,124.981719,684.32,25089,1940027706,1370,165,0
fpga_dcop_44,30,10000,1220,5892,296.389506,1595.82,22911,378222761,3244,21,0,393.314621,1990.25,22911,280294812,703,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_31,30,10000,1220,5892,295.538463,1607.64,2694,378069212,1506,20,0,390.508013,1977.81,2694,280747205,904,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_02,30,100000,430,1544,337.293601,1845.39,32660,125202,620,173,0,364.318840,1981.38,32660,46254,568,98,0,-1,-1,-1,-1,-1,-1,-1,125.533482,687.572,32660,1958066094,1455,215,0
adder_dcop_41,30,10000,1813,11246,259.139940,1414.58,51399,682693002,31148,37,0,294.398636,1602.85,51399,485813837,3592,19,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_42,30,100000,430,1544,337.171794,1844.57,27781,139391,485,49,0,367.836551,2010.55,27781,47750,520,35,0,-1,-1,-1,-1,-1,-1,-1,124.633856,682.164,27781,1923135235,2127,102,0
oscil_dcop_52,30,100000,430,1544,337.000705,1843.25,7988,118581,380,57,0,365.856220,1998.15,7988,68211,576,17,0,-1,-1,-1,-1,-1,-1,-1,125.418284,686.943,7988,1927995078,2102,76,0
adder_dcop_46,30,10000,1813,11246,259.576323,1418.75,65369,682958290,56993,211,0,295.434277,1614.87,65369,485665959,11094,24,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_28,30,10000,1220,5892,296.164134,1595.77,19928,378410366,1401,20,0,393.224848,1987.94,19928,280193913,1044,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_03,30,100000,430,1544,336.750980,1841.25,59011,119143,489,50,0,368.490836,2003.02,59011,72902,669,16,0,-1,-1,-1,-1,-1,-1,-1,124.830451,683.278,59011,1930591376,4984,76,0
oscil_dcop_44,30,100000,430,1544,335.069615,1825.14,7988,128109,573,45,0,366.790068,1993.49,7988,50069,509,152,0,-1,-1,-1,-1,-1,-1,-1,124.662534,682.313,7988,1921002915,5115,144,0
adder_dcop_22,30,10000,1813,11246,259.367359,1416.83,57832,683107789,22533,161,0,298.472691,1634.67,57832,485901340,5390499,18,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_15,30,10000,1220,5892,295.954233,1597.38,17342,377937988,3234,107,0,384.095141,2055.22,17342,280369949,1538,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_16,30,10000,1220,5892,296.060029,1613.53,59109,378078614,723,15,0,379.078919,2037.19,59109,280075697,574,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_55,30,10000,1813,11246,259.577098,1418.38,924,682433810,55677,59,0,293.803227,1599.53,924,485599707,2034610,25,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_56,30,100000,430,1544,335.214481,1826.87,7988,138482,413,65,0,365.063585,1984.75,7988,71991,701,7,0,-1,-1,-1,-1,-1,-1,-1,125.236981,685.885,7988,1925004511,1055,79,0
adder_trans_02,30,10000,1814,14579,247.561084,1355.61,4369,860580965,18292403,140,0,318.153452,1741.44,4369,611267530,20101,57,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_45,30,100000,430,1544,336.139928,1836.26,7988,142566,667,269,0,369.702167,2023.11,7988,69743,531,43,0,-1,-1,-1,-1,-1,-1,-1,125.422501,686.964,7988,1929192237,3144,64,0
adder_dcop_16,30,10000,1813,11246,260.011935,1423.81,56711,682937057,15012796,34,0,295.648127,1616.96,56711,485779532,8915,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_41,30,100000,430,1544,337.978183,1850.17,63397,140283,450,41,0,365.701048,1989.93,63397,69588,395,10,0,-1,-1,-1,-1,-1,-1,-1,124.747778,682.697,63397,1937332446,2577,64,0
adder_dcop_37,30,10000,1813,11246,259.048910,1413.56,28069,683304233,23678,30,0,294.227989,1602.15,28069,485693024,24053,185,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_34,30,10000,1220,5892,298.557334,1572.85,6812,378020364,805,25,0,382.512067,2094.77,6812,280148369,914,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_20,30,10000,1220,5892,296.507638,1591.36,51839,378084539,863,25,0,393.544787,1992.31,51839,280541221,1026,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_43,30,10000,1220,5892,296.494029,1583.61,22911,378224576,767,24,0,384.560507,2105.86,22911,280486067,609,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_12,30,10000,1220,5892,296.776047,1585.12,52052,378349786,1204,26,0,385.191903,2109.62,52052,280524200,538,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_25,30,100000,430,1544,333.073003,1821.18,34732,12356400,647,178,0,367.557254,1998.01,34732,57326,486,38,0,-1,-1,-1,-1,-1,-1,-1,124.640857,682.183,34732,1933151596,5777,55,0
oscil_dcop_22,30,100000,430,1544,336.690718,1840.69,18113,134700,482,50,0,368.007732,1998.46,18113,66772,498,18,0,-1,-1,-1,-1,-1,-1,-1,125.318653,685.82,18113,1922565687,9796,340,0
adder_dcop_28,30,10000,1813,11246,261.622437,1432.78,47688,682478567,92810,62,0,293.484778,1597.43,47688,486032328,34079,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_32,30,100000,430,1544,335.398145,1828.9,40917,176174,556,57,0,366.023946,1989.73,40917,47624,526,33,0,-1,-1,-1,-1,-1,-1,-1,124.740754,682.723,40917,1957657313,885,83,0
oscil_dcop_29,30,100000,430,1544,336.557008,1839.56,54418,132007,491,29,0,367.751435,2008.96,54418,58546,929,15,0,-1,-1,-1,-1,-1,-1,-1,125.544029,687.627,54418,1944421411,3601,193,0
fpga_dcop_24,30,10000,1220,5892,297.267933,1578.75,21377,378259933,10813,63,0,392.520019,1988.3,21377,280508422,1697,46,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_21,30,10000,1220,5892,298.521670,1634.96,7589,378071521,2820,48,0,392.835331,1993.18,7589,280324004,3929,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_46,30,100000,430,1544,336.631772,1840.14,7988,119697,518,60,0,371.013283,2029.83,7988,55835,1294,182,0,-1,-1,-1,-1,-1,-1,-1,124.803004,683.104,7988,1931226184,7922,136,0
