name,outer,inner,N,nnz,coo_sd,coo_mflops,coo_sum,coo_l1,coo_l2,coo_l3,coo_bp,csr_sd,csr_mflops,csr_sum,csr_l1,csr_l2,csr_l3,csr_bp,dia_sd,dia_mflops,dia_sum,dia_l1,dia_l2,dia_l3,dia_bp,ell_sd,ell_mflops,ell_sum,ell_l1,ell_l2,ell_l3,ell_bp
qh768,30,100000,768,2934,322.907127,1768.6,41654,1542229384,752,82,0,376.195174,2058.62,41654,414972890,2056,63,0,-1,-1,-1,-1,-1,-1,-1,174.340137,954.83,41654,2886003175,6127,251,0
cdde5,30,100000,961,4681,327.766940,1794.7,52650,3019201621,2266,149,0,384.713994,2105.25,52650,2316267913,4225,148,0,1336.722901,7320.74,52650,568570967,1560,36,1,446.302108,2444.48,52650,1748927884,4030,269,0
cdde2,30,100000,961,4681,328.303395,1797.72,53027,3018834265,6685,90,0,387.318500,2121.42,53027,2316072802,2780,62,0,1355.400289,7423.42,53027,553987369,1080,103,1,446.345212,2444.7,53027,1761982798,3182,45,0
rw136,30,1000000,136,479,339.003122,1856.78,54068,15016,559,260,0,370.922837,2029.86,54068,10162,1050,178,0,135.317105,741.149,54068,56003562,2272,262,0,381.997801,2092.26,54068,10044,1634,273,0
dw256A,30,100000,512,2480,322.259297,1763.17,33517,592771014,532,54,0,393.914146,2157.49,33517,1302458,794,174,0,816.389772,4400.66,33517,64366933,1265,33,0,315.057024,1725.63,33517,1083536717,2242,18,0
dw256B,30,100000,512,2500,318.022972,1737.98,16350,684137195,1244,126,0,382.970948,2090.92,16350,389833,2574,21,0,817.506092,4476.77,16350,29720635,989,15,0,277.847735,1521.81,16350,818870113,4569,269,0
rbsa480,30,10000,480,17088,205.112800,1122.38,64303,969651175,20662489,56,0,479.243685,2617.41,64303,654751499,8406056,23,2,-1,-1,-1,-1,-1,-1,-1,447.043751,2448.51,64303,645728194,17985324,87,0
olm5000,30,10000,5000,19996,307.028860,1681.65,28875,1315365033,45402567,86,0,407.596179,2225.49,28875,1033607639,17988314,24,0,803.541866,4400.89,28875,1696902783,1484969,25,0,302.051274,1653.37,28875,2257483793,37261361,89,0
pde900,30,100000,900,4380,313.800314,1718.75,20355,2825967416,1866,182,0,383.489666,2100.45,20355,2169381697,922,69,0,1665.798875,9122.11,20355,192075491,1396,147,0,445.460532,2439.88,20355,1641319324,9197,55,0
odepa400,30,100000,400,1201,335.019515,1825.31,24991,44652,422,42,0,359.907242,1965.11,24991,25887,1060,9,0,1224.172831,5744.11,24991,5331,210,11,1,271.810674,1488.74,24991,85429,1386,23,0
cdde3,30,100000,961,4681,327.382348,1792.86,31340,3019238352,2146,141,0,387.360273,2121.65,31340,2316165873,3059,185,0,1327.112591,7268.31,31340,546000444,1474,24,1,446.345436,2444.73,31340,1746250866,3505,51,0
bwm200,30,100000,200,796,324.429158,1771,22781,14303,275,34,0,392.123653,2147.64,22781,3694,240,41,0,1414.504469,6457.43,22781,1033,263,15,0,442.492200,2273.66,22781,3691,179,7,0
rdb200l,30,100000,200,1120,319.482218,1749.84,18752,36906,342,45,0,384.353997,2072.08,18752,12666,660,20,0,1139.628175,6241.26,18752,2227,143,12,0,408.764332,2183.6,18752,20897,664,12,0
rdb2048_noL,30,10000,2048,12032,310.442506,1696.42,58946,756824164,28024,31,0,392.128146,2121.48,58946,568629016,17683,14,0,1149.879780,6298.01,58946,267295167,3805,13,0,428.228323,2345.47,58946,540313175,6764,18,0
mhd4800b,30,5000,4800,27520,297.788541,1630.17,12930,865494700,57727041,178,0,416.853938,2279.56,12930,652176790,29933693,56,0,351.560552,1925.54,12930,2576019048,151604438,36,0,256.726029,1402.54,12930,1803615681,39853908,23,0
af23560,30,500,23560,460598,227.207633,1244.46,36922,1507565415,78214830,23919,0,481.256324,2635.92,36922,997461471,58828766,1380,1,630.288120,3452.16,36922,1924890375,589072510,1402,0,393.591934,2155.78,36922,1881271321,395509800,1419,0
tols1090,30,100000,1090,3546,240.360718,1316.34,64844,2238584447,1545,184,0,350.674855,1918.43,64844,1664425146,3351,82,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rw496,30,100000,496,1859,328.496128,1795.34,46744,322929,827,183,0,364.336349,1993.79,46744,141516,1170,53,0,-1,-1,-1,-1,-1,-1,-1,419.191473,2280.79,46744,74096,536,33,0
case39,30,1,40216,1042160,189.434920,1037.42,41238,7397653,1044252,135946,0,456.041453,2490.72,41238,5081766,587219,26097,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
case9,30,500,14454,147972,233.606864,1279.27,39327,532878717,33621601,66,0,468.500111,2565.97,39327,375704958,29496738,212,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nemeth21,30,1,9506,1173746,160.127570,876.955,57172,7281577,1074944,222301,0,449.659604,2457.68,57172,4673845,478466,46901,0,836.197543,4576.9,57172,8968740,641211,7026,0,384.096866,2103.3,57172,10210192,585152,54463,0
nemeth10,30,500,9506,401448,194.580260,1065.75,16873,1293042717,64512220,2161,0,466.728854,2556.34,16873,828184366,44609611,766,2,560.924576,3072.17,16873,2177011534,174292227,1906,0,363.099150,1988.73,16873,1876963156,66530200,904,0
nemeth11,30,500,9506,408264,193.820412,1061.59,21532,1317284924,65613388,1908,0,466.641274,2555.86,21532,840439001,44358524,849,2,569.658827,3120.08,21532,2214453220,133493491,30791,0,369.448089,2023.52,21532,1875089759,57702970,1117,0
nemeth23,30,1,9506,1506810,155.937998,853.926,58346,9168983,2002219,451901,0,430.876545,2356.78,58346,5873653,1232932,153942,0,791.212178,4328.05,58346,12102617,732182,15271,0,343.246104,1878.35,58346,13805872,1848630,274222,0
nemeth07,30,500,9506,394812,195.800679,1072.43,64034,1273511317,63770484,1527,0,467.356709,2559.73,64034,814745881,43069828,1244,2,571.995449,3132.78,64034,2123733731,130006837,1950,0,356.682886,1953.59,64034,1876534030,68744929,2686,0
nemeth06,30,500,9506,394808,195.834210,1072.62,30847,1273201142,63745757,724,0,467.430974,2560.16,30847,814604403,43130525,659,2,580.394182,3178.89,30847,2144468158,114267650,663,0,357.470341,1957.94,30847,1877400133,57340934,681,0
nemeth08,30,500,9506,394816,195.709306,1071.94,20713,1274026580,64047824,2222,0,466.973821,2557.67,20713,814161996,45308630,786,2,584.014319,3198.63,20713,2128110857,112865515,1496,0,357.336343,1957.19,20713,1877450264,59536806,947,0
nemeth15,30,500,9506,539802,182.086389,997.324,11459,1727055271,86725425,13168,0,463.745010,2540.02,11459,1098414562,55403571,1623,1,649.727121,3558.65,11459,2637255761,153123240,1481,0,385.241063,2110.04,11459,2374979407,81499760,8303,0
nemeth16,30,500,9506,587012,178.585218,978.148,2854,1873608160,109008734,6433156,0,462.981282,2535.81,2854,1188677171,61429379,5794,1,679.904995,3723.94,2854,2675091496,275329793,1391,0,401.032245,2196.53,2854,2497547053,79967852,3105,0
nemeth24,30,1,9506,1506550,155.671614,852.322,21401,9184546,2047487,455945,0,431.979895,2363.22,21401,5928486,1149476,150635,0,776.490692,4245.4,21401,12170783,754065,24259,0,334.716706,1832.6,21401,13787430,1994155,274324,0
nemeth13,30,500,9506,474472,186.847086,1023.39,10471,1521513069,76416082,10095,0,464.931136,2546.49,10471,972265203,50550213,1873,1,655.379972,3589.58,10471,2229934246,139640512,1192,0,378.516125,2070.37,10471,2140381975,64957145,3365,0
nemeth26,30,1,9506,1511760,156.189161,855.431,48218,9243806,1917015,429584,0,435.995312,2377.54,48218,5984438,1040756,143065,0,774.298237,4233.83,48218,12172756,847425,23527,0,334.962764,1834.29,48218,13784753,2131258,273825,0
nemeth12,30,500,9506,446818,189.615973,1038.56,63502,1436225763,73283382,45029,0,465.611041,2550.23,63502,916135786,47417331,682,2,581.748411,3186.31,63502,2228689368,536396319,3325,0,381.138880,2087.56,63502,1967434566,81849512,1053,0
nemeth05,30,500,9506,394808,195.839072,1072.65,12986,1272951523,63708351,2566,0,467.472260,2560.43,12986,814685478,43006706,586,2,576.405592,3156.99,12986,2123119480,127832239,1202,0,356.806256,1954.29,12986,1876348003,66121877,942,0
nemeth19,30,500,9506,818302,170.344299,933.01,4748,2585203844,147934001,11750828,0,462.130251,2531.18,4748,1635463905,85029685,9219,1,813.620841,4456.35,4748,3171592998,203871375,31851,0,382.912661,2093.72,4748,3551797884,196232578,13067402,0
nemeth02,30,500,9506,394808,193.948199,1062.29,40666,1273016156,64460663,366067,0,464.295553,2540.51,40666,814653259,43629067,52028,2,564.345875,3078.85,40666,2164103668,120490274,29814,0,354.564829,1940.06,40666,1877004892,56086101,299363,0
nemeth03,30,500,9506,394808,195.791161,1072.39,18284,1271902430,64297145,2327,0,467.274796,2559.34,18284,814191042,45416292,751,2,569.109574,3117.1,18284,2122970403,153972416,688,0,357.260230,1956.78,18284,1878709587,61814746,803,0
nemeth17,30,500,9506,629620,177.347771,971.365,47262,2003893176,104066477,2141498,0,464.267910,2542.88,47262,1258297081,72239077,4732,1,702.550811,3847.96,47262,2846982196,172301841,53788,0,400.418543,2193.17,47262,2667923371,101310135,1145355,0
nemeth22,30,1,9506,1358832,157.767486,863.912,56641,8340370,1590582,353474,0,441.845295,2418.35,56641,5411237,715178,84125,0,835.663752,4566.74,56641,10444541,617801,10701,0,356.242044,1950.71,56641,12027443,1544258,178520,0
nemeth09,30,500,9506,395506,195.186138,1069.06,2161,1277095549,64393345,619798,0,467.104503,2558.4,2161,815237271,43599835,1690,2,565.110409,3095.17,2161,2122343564,186213172,642,0,357.666954,1958.98,2161,1876280618,67742219,1021,0
nemeth18,30,500,9506,695234,174.443796,955.463,52512,2210806966,120223612,4787648,0,464.727398,2545.38,52512,1396086883,71070521,5919,1,747.013523,4091.48,52512,2923599018,166666114,5233,0,398.670256,2183.57,52512,2966059918,106600187,3329342,0
nemeth25,30,1,9506,1511758,156.486408,857.095,8558,9249601,1867562,435381,0,435.677557,2384.48,8558,6013688,1035814,138995,0,778.772913,4259.07,8558,12171017,813744,23109,0,335.545958,1837.41,8558,13785081,2061354,286181,0
nemeth01,30,500,9506,725054,174.032157,953.207,54443,2299827340,119352412,2453854,0,461.606125,2528.29,54443,1455819832,72072410,8487,1,641.226283,3512.06,54443,3434932460,583650432,6057,0,354.282762,1940.47,54443,3495139205,161197998,4517665,0
nemeth04,30,500,9506,394808,195.803336,1072.45,13484,1273262840,63759342,1433,0,467.398770,2560.02,13484,814793137,43152893,806,2,574.124454,3144.57,13484,2123140766,135021046,734,0,357.365847,1957.34,13484,1877401714,57440321,2239,0
nemeth20,30,500,9506,971870,164.861654,902.983,8096,3051105730,256083631,45597846,0,462.686669,2534.23,8096,1933685885,101082684,59657,0,807.350540,4422,8096,3828322398,217109921,39259,0,375.510852,2056.73,8096,4332464375,219096446,17078818,0
nemeth14,30,500,9506,496144,185.197209,1014.36,20494,1586403359,79652508,19511,0,464.486381,2544.03,20494,1013870691,51471694,2295,1,654.000437,3582.07,20494,2339419843,141048541,922,0,388.934198,2130.26,20494,2188656048,86232362,1850,0
lowThrust_11,30,500,18368,223801,238.595107,1306.82,27727,860173215,48007321,322,0,456.281943,2499,27727,619823386,36649938,162,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_5,30,10000,1019,15219,230.320872,1258.38,44572,898865466,2347162,127,0,456.307185,2495.74,44572,623104938,37733,173,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_9,30,500,18044,219589,238.935593,1308.69,27443,835741278,45588756,188,0,459.943654,2519.13,27443,599233699,34532882,125,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_6,30,500,16928,207349,238.738667,1307.58,60865,787281443,43088528,437,0,459.055263,2514.22,60865,567161206,31245114,597,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_5,30,5000,2878,24582,259.174935,1418.71,42702,788013277,34325327,47,0,414.473042,2245.16,42702,579612817,3298166,81,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_8,30,500,17702,216445,238.564119,1306.59,21168,820382351,45836348,389,0,459.807872,2518.35,21168,591056371,32454180,149,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_1,30,5000,2052,20600,243.433880,1331.31,45130,636261854,23618826,42,0,403.399734,2198.45,45130,457724349,8092439,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_1,30,10000,677,7326,235.938207,1285.3,52264,429299771,1578,136,0,481.126028,2562.68,52264,297226222,1139,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
goddardRocketProblem_1,30,10000,831,8498,245.352262,1334.28,59263,513388451,7834,26,0,452.118132,2434.9,59263,358335552,2363,13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_10,30,10000,1272,17478,238.056956,1303.27,63361,1039835316,21238487,221,0,450.110373,2460.48,63361,727971005,52040,13,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_3,30,1000,7064,80645,243.727407,1334.21,220,616856042,34325401,236,0,477.846186,2617.2,220,440147583,25139144,54,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_6,30,10000,1111,17595,229.751483,1257.86,35847,1041813905,13358970,61,0,456.346671,2499.47,35847,722507062,35229,40,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_4,30,500,15561,149532,252.899218,1385.15,48762,564063259,36550064,70,0,448.558314,2449.09,48762,402747539,27323960,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_5,30,5000,2904,35590,233.840757,1280.04,43799,1181479675,64084247,191,0,421.903722,2306.57,43799,819424063,46625912,401,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_5,30,5000,3271,36789,224.130395,1223.35,22631,1167410692,62977512,1193,0,400.972282,2195.27,22631,821512425,47553821,68,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_14,30,5000,1640,24324,233.390784,1275.48,50336,727078251,26408296,251,0,437.358100,2391.27,50336,510005647,24026778,29,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_6,30,5000,3006,37342,231.470500,1267.81,40912,1239501477,53394969,93,0,422.392735,2309.09,40912,862528588,26889813,286,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_5,30,100000,460,4690,247.563689,1355.61,17037,2654493353,3712,115,0,446.510183,2445.02,17037,1762416521,1678,107,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_11,30,5000,5438,40054,267.199806,1460.88,30318,1338034343,86892926,599,0,415.224363,2272.84,30318,989793472,59211232,341,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_1,30,10000,647,5367,258.885987,1389.79,35928,323259424,1679,796,0,469.831042,2313.93,35928,207918546,1171,63,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_6,30,100000,465,4795,242.628225,1328.78,62518,2713492075,7024,186,0,450.752512,2468.13,62518,1821125324,3366,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_6,30,5000,3358,27030,262.024049,1434.69,307,870673122,37855268,40,0,418.385575,2291.51,307,641933948,18358977,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_13,30,500,18476,224897,238.710305,1307.43,41818,904503820,50000016,244,0,455.106050,2492.54,41818,683113266,38173004,696,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_2,30,10000,739,6526,255.358421,1398.56,40043,389910563,3095,37,0,439.090888,2312.91,40043,272370296,1299,20,1,286.155101,1567.24,40043,518729686,6209812,20,1,161.724046,885.78,40043,703486209,51239,20,0
orbitRaising_1,30,100000,442,2906,283.746682,1550.52,7240,1392026167,1750,1200,0,437.282925,2388.45,7240,125861631,1340,21,0,359.398128,1967.5,7240,1651598898,2156,36,0,212.826245,1165.52,7240,2318038967,5225,183,0
reorientation_3,30,5000,2513,32166,233.711933,1280.07,19266,1044630865,48731285,165,0,433.097871,2360.36,19266,712426393,32214067,89,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_10,30,5000,5218,40080,266.204835,1458.04,3518,1336937038,65540768,149,0,413.907818,2261.48,3518,985176663,49628591,53,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_12,30,500,18458,224593,237.557126,1301.14,17502,996756644,49563338,287,0,448.376609,2455.48,17502,750357984,36090203,360,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_8,30,5000,3543,38136,241.048034,1319.53,37869,1229972911,70186455,75,0,433.390641,2372.01,37869,862319046,31394277,158,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_1,30,10000,798,5246,276.844039,1516.27,43563,315756715,582,59,0,440.812403,2186.71,43563,220918338,413,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_13,30,5000,1617,23649,234.313786,1280.64,52381,707886097,32087124,46,0,434.654542,2346.88,52381,494795364,19309292,10,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_2,30,5000,4361,44840,241.633224,1323.22,47714,1413948395,77179317,171,0,394.936570,2162.54,47714,1018624907,57414072,39,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_1,30,10000,584,6133,241.452026,1284.09,38339,359171087,1037,20,0,446.155793,2330.92,38339,246219122,909,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_1,30,100000,360,3477,256.720446,1405.77,51791,1910954408,2147,96,0,468.298164,2562.99,51791,371256095,368,49,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_11,30,10000,1364,18954,237.671706,1300.82,12199,1130662984,26427624,64,0,435.847750,2375.06,12199,791487524,38017,14,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_8,30,100000,490,4776,252.655317,1383.84,10905,2738795382,7467,221,0,442.317511,2420,10905,1809428751,1413,145,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_2,30,5000,1428,24073,227.812042,1247.18,62018,725979269,29123427,44,0,485.802032,2645.81,62018,499509604,1031521,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_8,30,5000,4398,34958,257.135953,1406.57,16272,1139266022,55173790,168,0,418.486964,2292.09,16272,841857768,42872086,62,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_8,30,10000,1157,18945,233.507931,1278.85,56435,1122484018,25997593,43,0,455.025501,2492.2,56435,777380654,21077056,152,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_7,30,5000,3511,37680,241.755619,1324.09,51612,1220479123,72860931,148,0,429.992012,2355.1,51612,857259896,43803020,25,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_3,30,1000,10260,92703,258.253600,1414.5,56138,701978661,40018545,72,0,455.951931,2497.28,56138,507030248,30634446,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_2,30,10000,1647,14754,259.223276,1419.57,60266,926916681,1814068,87,0,465.803326,2551.25,60266,655580003,7234,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_4,30,100000,455,4593,248.943327,1363.52,22233,2642840357,2225,99,0,446.366045,2444.07,22233,1731521467,1265,213,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_3,30,10000,761,6098,267.666566,1457.32,24214,365434708,1090,25,0,432.283339,2367.37,24214,257896206,573,8,1,287.441228,1511.53,24214,494252327,15022,111,1,171.142864,928.413,24214,610419886,2442,30,0
reorientation_8,30,5000,3108,37894,236.665108,1296.25,8500,1268422631,66797808,145,0,429.521225,2352.5,8500,895519311,39419814,29,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_1,30,100000,205,1783,260.711335,1427.94,41292,155314627,884,153,0,454.875530,2476.12,41292,60239,570,112,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_2,30,5000,2312,26261,241.397358,1321.36,35305,807462451,39913630,68,0,470.738258,2545.32,35305,572666125,16755887,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_5,30,1000,7641,80767,239.109965,1307.11,49707,595662233,35937835,48,0,399.946164,2190.51,49707,408605345,24532170,24,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_2,30,10000,1544,17910,237.778021,1300.75,9884,1091735326,13339552,236,0,462.364092,2532.4,9884,765863060,25974,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_3,30,10000,1718,12922,272.743746,1493.87,54272,819547532,4692504,32,0,419.039269,2265.94,54272,600563413,12943,19,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_13,30,5000,5718,43994,266.211752,1457.98,29967,1475380761,87819683,59,0,417.245120,2283.84,29967,1080873178,65405946,147,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_4,30,5000,2450,39669,228.472342,1250.51,8672,1281970699,53754512,60,0,450.182493,2457.94,8672,890633452,41034524,22,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_7,30,500,17378,211561,238.842200,1308.14,9384,805172662,45268460,197,0,457.938907,2508.1,9384,578515929,35151306,108,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_8,30,1000,8052,85194,239.937957,1313.44,20527,634328102,38226058,52,0,394.642840,2145.39,20527,436999919,26048232,172,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_7,30,10000,1134,18252,228.684774,1251.39,7804,1079797186,9202872,242,0,458.689924,2496.36,7804,749597481,17712149,15,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_9,30,1000,8115,86183,239.558031,1311.02,58374,643563844,38056350,183,0,397.528580,2177.29,58374,441964462,25618991,46,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_4,30,1000,7105,74869,241.297354,1321.52,23497,550637458,33608896,53,0,400.009659,2190.88,23497,376013549,21891680,19,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_14,30,5000,5958,43298,269.847069,1477.88,51492,1459397009,71383530,67,0,414.575223,2269.2,51492,1085360849,50723904,843,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_9,30,10000,1180,19674,232.458781,1273.21,21446,1164185598,26035760,63,0,469.295947,2570.36,21446,806138418,113219,11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_1,30,10000,560,6891,239.372785,1311,44414,393405274,1165,44,0,480.097457,2548.25,44414,268407051,624,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_9,30,5000,4778,39964,252.751827,1383.91,2176,1311257612,73594466,201,0,415.755233,2277.04,2176,957290516,57828195,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_6,30,1000,7773,82500,241.112216,1320.58,32853,616458512,35975655,41,0,397.781350,2178.59,32853,419250903,25636930,46,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_4,30,10000,2358,18218,271.366832,1486.3,55762,1169421141,24189155,147,0,417.264368,2273.67,55762,855460259,55957,59,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_2,30,10000,1338,11600,261.196507,1429.77,3254,720527341,19976,160,0,434.279737,2378.35,3254,517959530,5042,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_5,30,500,16262,198369,239.191127,1310.07,11461,756370548,41124148,560,0,460.586388,2522.62,11461,543595172,33044040,1357,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_3,30,5000,1834,28757,231.336181,1267.05,57007,891496572,32492176,67,0,472.018951,2585.21,57007,616405353,14914429,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_2,30,10000,1591,15588,247.620249,1356.08,61220,957623153,22384457,177,0,433.917565,2376.49,61220,690447327,1147759,20,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_4,30,500,13562,160947,240.660435,1317.86,37767,626199425,33476521,520,0,461.426645,2527.2,37767,454475924,27183164,86,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_15,30,5000,6038,43378,271.186224,1485.1,62292,1470428853,77320167,82,0,417.673187,2282.5,62292,1088229698,49715186,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_10,30,500,18260,222005,238.865821,1308.3,64519,844814957,47033696,212,0,458.285852,2510,64519,606430727,33799371,249,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_4,30,5000,2717,33630,230.142960,1260.33,41018,1100715534,54563689,129,0,433.445374,2363.47,41018,766299669,31555428,43,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_2,30,100000,305,2699,250.392184,1371.39,20897,810214957,1927,194,0,446.145261,2437.51,20897,58142050,678,179,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_7,30,1000,7968,84508,239.566332,1311,60508,630238194,37750332,85,0,398.391774,2178.47,60508,434033158,24856298,69,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_12,30,5000,5578,41940,267.667445,1466.06,8408,1410135033,84415525,52,0,420.230918,2301.66,8408,1040216296,54690770,90,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
